 --- results/merged_results_corpus_lzbench_1753711437.csv_results_corpus_entropy_1757091573.csv.csv --- 
memcpy                |     Compression speed  |  Decompression speed   | +0.95530	<===
lzf 3.6 -1            |   Decompression speed  |  Original size         | +0.04036
lzf 3.6 -1            |   Decompression speed  |  Compressed size       | -0.15352
lzf 3.6 -1            |   Decompression speed  |  Ratio                 | -0.21025
lzf 3.6 -1            |   Decompression speed  |  File-bits             | +0.04036
lzf 3.6 -1            |   Decompression speed  |  Entropy               | -0.67172	<---
lzf 3.6 -1            |   Decompression speed  |  Chi-square            | +0.67475	<---
lzf 3.6 -1            |   Decompression speed  |  Mean                  | -0.67175	<---
lzf 3.6 -1            |   Decompression speed  |  Monte-Carlo-Pi        | +0.27361
lzf 3.6 -1            |   Decompression speed  |  Serial-Correlation    | +0.44284
lzf 3.6 -1            |         Original size  |  Compressed size       | +0.89856	<===
lzf 3.6 -1            |         Original size  |  Ratio                 | -0.35744
lzf 3.6 -1            |         Original size  |  File-bits             | +1.00000	<===
lzf 3.6 -1            |         Original size  |  Entropy               | -0.07526
lzf 3.6 -1            |         Original size  |  Chi-square            | +0.48960
lzf 3.6 -1            |         Original size  |  Mean                  | -0.15085
lzf 3.6 -1            |         Original size  |  Monte-Carlo-Pi        | +0.02257
lzf 3.6 -1            |         Original size  |  Serial-Correlation    | +0.36833
lzf 3.6 -1            |       Compressed size  |  Ratio                 | +0.00554
lzf 3.6 -1            |       Compressed size  |  File-bits             | +0.89856	<===
lzf 3.6 -1            |       Compressed size  |  Entropy               | +0.09346
lzf 3.6 -1            |       Compressed size  |  Chi-square            | +0.18878
lzf 3.6 -1            |       Compressed size  |  Mean                  | +0.02459
lzf 3.6 -1            |       Compressed size  |  Monte-Carlo-Pi        | -0.14691
lzf 3.6 -1            |       Compressed size  |  Serial-Correlation    | +0.42015
lzf 3.6 -1            |                 Ratio  |  File-bits             | -0.35744
lzf 3.6 -1            |                 Ratio  |  Entropy               | +0.25631
lzf 3.6 -1            |                 Ratio  |  Chi-square            | -0.46998
lzf 3.6 -1            |                 Ratio  |  Mean                  | +0.23624
lzf 3.6 -1            |                 Ratio  |  Monte-Carlo-Pi        | -0.47813
lzf 3.6 -1            |                 Ratio  |  Serial-Correlation    | +0.11893
lzf 3.6 -1            |             File-bits  |  Entropy               | -0.07526
lzf 3.6 -1            |             File-bits  |  Chi-square            | +0.48960
lzf 3.6 -1            |             File-bits  |  Mean                  | -0.15085
lzf 3.6 -1            |             File-bits  |  Monte-Carlo-Pi        | +0.02257
lzf 3.6 -1            |             File-bits  |  Serial-Correlation    | +0.36833
lzf 3.6 -1            |               Entropy  |  Chi-square            | -0.74410	<---
lzf 3.6 -1            |               Entropy  |  Mean                  | +0.95544	<===
lzf 3.6 -1            |               Entropy  |  Monte-Carlo-Pi        | -0.22702
lzf 3.6 -1            |               Entropy  |  Serial-Correlation    | -0.66597	<---
lzf 3.6 -1            |            Chi-square  |  Mean                  | -0.81185	<===
lzf 3.6 -1            |            Chi-square  |  Monte-Carlo-Pi        | +0.13881
lzf 3.6 -1            |            Chi-square  |  Serial-Correlation    | +0.55181	<---
lzf 3.6 -1            |                  Mean  |  Monte-Carlo-Pi        | -0.22930
lzf 3.6 -1            |                  Mean  |  Serial-Correlation    | -0.68270	<---
lzf 3.6 -1            |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.26521
lzfse 2017-03-08      |     Compression speed  |  Decompression speed   | +0.97459	<===
lzfse 2017-03-08      |     Compression speed  |  Original size         | +0.23118
lzfse 2017-03-08      |     Compression speed  |  Compressed size       | -0.22135
lzfse 2017-03-08      |     Compression speed  |  Ratio                 | -0.69656	<---
lzfse 2017-03-08      |     Compression speed  |  File-bits             | +0.23118
lzfse 2017-03-08      |     Compression speed  |  Entropy               | -0.18932
lzfse 2017-03-08      |     Compression speed  |  Chi-square            | +0.58435	<---
lzfse 2017-03-08      |     Compression speed  |  Mean                  | -0.22441
lzfse 2017-03-08      |     Compression speed  |  Monte-Carlo-Pi        | +0.28385
lzfse 2017-03-08      |     Compression speed  |  Serial-Correlation    | -0.07231
lzfse 2017-03-08      |   Decompression speed  |  Original size         | +0.22046
lzfse 2017-03-08      |   Decompression speed  |  Compressed size       | -0.26550
lzfse 2017-03-08      |   Decompression speed  |  Ratio                 | -0.69932	<---
lzfse 2017-03-08      |   Decompression speed  |  File-bits             | +0.22046
lzfse 2017-03-08      |   Decompression speed  |  Entropy               | -0.25613
lzfse 2017-03-08      |   Decompression speed  |  Chi-square            | +0.63893	<---
lzfse 2017-03-08      |   Decompression speed  |  Mean                  | -0.29281
lzfse 2017-03-08      |   Decompression speed  |  Monte-Carlo-Pi        | +0.31642
lzfse 2017-03-08      |   Decompression speed  |  Serial-Correlation    | -0.04920
lzfse 2017-03-08      |         Original size  |  Compressed size       | +0.83929	<===
lzfse 2017-03-08      |         Original size  |  Ratio                 | -0.33153
lzfse 2017-03-08      |         Original size  |  File-bits             | +1.00000	<===
lzfse 2017-03-08      |         Original size  |  Entropy               | -0.07526
lzfse 2017-03-08      |         Original size  |  Chi-square            | +0.48960
lzfse 2017-03-08      |         Original size  |  Mean                  | -0.15085
lzfse 2017-03-08      |         Original size  |  Monte-Carlo-Pi        | +0.02257
lzfse 2017-03-08      |         Original size  |  Serial-Correlation    | +0.36833
lzfse 2017-03-08      |       Compressed size  |  Ratio                 | +0.12504
lzfse 2017-03-08      |       Compressed size  |  File-bits             | +0.83929	<===
lzfse 2017-03-08      |       Compressed size  |  Entropy               | +0.10671
lzfse 2017-03-08      |       Compressed size  |  Chi-square            | +0.13892
lzfse 2017-03-08      |       Compressed size  |  Mean                  | +0.04122
lzfse 2017-03-08      |       Compressed size  |  Monte-Carlo-Pi        | -0.24607
lzfse 2017-03-08      |       Compressed size  |  Serial-Correlation    | +0.46146
lzfse 2017-03-08      |                 Ratio  |  File-bits             | -0.33153
lzfse 2017-03-08      |                 Ratio  |  Entropy               | +0.20056
lzfse 2017-03-08      |                 Ratio  |  Chi-square            | -0.40262
lzfse 2017-03-08      |                 Ratio  |  Mean                  | +0.20475
lzfse 2017-03-08      |                 Ratio  |  Monte-Carlo-Pi        | -0.60192	<---
lzfse 2017-03-08      |                 Ratio  |  Serial-Correlation    | +0.19273
lzfse 2017-03-08      |             File-bits  |  Entropy               | -0.07526
lzfse 2017-03-08      |             File-bits  |  Chi-square            | +0.48960
lzfse 2017-03-08      |             File-bits  |  Mean                  | -0.15085
lzfse 2017-03-08      |             File-bits  |  Monte-Carlo-Pi        | +0.02257
lzfse 2017-03-08      |             File-bits  |  Serial-Correlation    | +0.36833
lzfse 2017-03-08      |               Entropy  |  Chi-square            | -0.74410	<---
lzfse 2017-03-08      |               Entropy  |  Mean                  | +0.95544	<===
lzfse 2017-03-08      |               Entropy  |  Monte-Carlo-Pi        | -0.22702
lzfse 2017-03-08      |               Entropy  |  Serial-Correlation    | -0.66597	<---
lzfse 2017-03-08      |            Chi-square  |  Mean                  | -0.81185	<===
lzfse 2017-03-08      |            Chi-square  |  Monte-Carlo-Pi        | +0.13881
lzfse 2017-03-08      |            Chi-square  |  Serial-Correlation    | +0.55181	<---
lzfse 2017-03-08      |                  Mean  |  Monte-Carlo-Pi        | -0.22930
lzfse 2017-03-08      |                  Mean  |  Serial-Correlation    | -0.68270	<---
lzfse 2017-03-08      |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.26521
lzo1b 2.10 -1         |     Compression speed  |  Decompression speed   | +0.75960	<---
lzo1b 2.10 -1         |     Compression speed  |  Original size         | +0.22649
lzo1b 2.10 -1         |     Compression speed  |  Compressed size       | -0.21511
lzo1b 2.10 -1         |     Compression speed  |  Ratio                 | -0.83691	<===
lzo1b 2.10 -1         |     Compression speed  |  File-bits             | +0.22649
lzo1b 2.10 -1         |     Compression speed  |  Entropy               | -0.35348
lzo1b 2.10 -1         |     Compression speed  |  Chi-square            | +0.66019	<---
lzo1b 2.10 -1         |     Compression speed  |  Mean                  | -0.36052
lzo1b 2.10 -1         |     Compression speed  |  Monte-Carlo-Pi        | +0.42320
lzo1b 2.10 -1         |     Compression speed  |  Serial-Correlation    | -0.04988
lzo1b 2.10 -1         |   Decompression speed  |  Original size         | +0.13471
lzo1b 2.10 -1         |   Decompression speed  |  Compressed size       | -0.19142
lzo1b 2.10 -1         |   Decompression speed  |  Ratio                 | -0.48200
lzo1b 2.10 -1         |   Decompression speed  |  File-bits             | +0.13471
lzo1b 2.10 -1         |   Decompression speed  |  Entropy               | -0.49079
lzo1b 2.10 -1         |   Decompression speed  |  Chi-square            | +0.71185	<---
lzo1b 2.10 -1         |   Decompression speed  |  Mean                  | -0.50772	<---
lzo1b 2.10 -1         |   Decompression speed  |  Monte-Carlo-Pi        | +0.16327
lzo1b 2.10 -1         |   Decompression speed  |  Serial-Correlation    | +0.25443
lzo1b 2.10 -1         |         Original size  |  Compressed size       | +0.88276	<===
lzo1b 2.10 -1         |         Original size  |  Ratio                 | -0.32479
lzo1b 2.10 -1         |         Original size  |  File-bits             | +1.00000	<===
lzo1b 2.10 -1         |         Original size  |  Entropy               | -0.07526
lzo1b 2.10 -1         |         Original size  |  Chi-square            | +0.48960
lzo1b 2.10 -1         |         Original size  |  Mean                  | -0.15085
lzo1b 2.10 -1         |         Original size  |  Monte-Carlo-Pi        | +0.02257
lzo1b 2.10 -1         |         Original size  |  Serial-Correlation    | +0.36833
lzo1b 2.10 -1         |       Compressed size  |  Ratio                 | +0.06489
lzo1b 2.10 -1         |       Compressed size  |  File-bits             | +0.88276	<===
lzo1b 2.10 -1         |       Compressed size  |  Entropy               | +0.09180
lzo1b 2.10 -1         |       Compressed size  |  Chi-square            | +0.17077
lzo1b 2.10 -1         |       Compressed size  |  Mean                  | +0.02922
lzo1b 2.10 -1         |       Compressed size  |  Monte-Carlo-Pi        | -0.16804
lzo1b 2.10 -1         |       Compressed size  |  Serial-Correlation    | +0.43559
lzo1b 2.10 -1         |                 Ratio  |  File-bits             | -0.32479
lzo1b 2.10 -1         |                 Ratio  |  Entropy               | +0.21005
lzo1b 2.10 -1         |                 Ratio  |  Chi-square            | -0.43191
lzo1b 2.10 -1         |                 Ratio  |  Mean                  | +0.20220
lzo1b 2.10 -1         |                 Ratio  |  Monte-Carlo-Pi        | -0.51244	<---
lzo1b 2.10 -1         |                 Ratio  |  Serial-Correlation    | +0.18099
lzo1b 2.10 -1         |             File-bits  |  Entropy               | -0.07526
lzo1b 2.10 -1         |             File-bits  |  Chi-square            | +0.48960
lzo1b 2.10 -1         |             File-bits  |  Mean                  | -0.15085
lzo1b 2.10 -1         |             File-bits  |  Monte-Carlo-Pi        | +0.02257
lzo1b 2.10 -1         |             File-bits  |  Serial-Correlation    | +0.36833
lzo1b 2.10 -1         |               Entropy  |  Chi-square            | -0.74410	<---
lzo1b 2.10 -1         |               Entropy  |  Mean                  | +0.95544	<===
lzo1b 2.10 -1         |               Entropy  |  Monte-Carlo-Pi        | -0.22702
lzo1b 2.10 -1         |               Entropy  |  Serial-Correlation    | -0.66597	<---
lzo1b 2.10 -1         |            Chi-square  |  Mean                  | -0.81185	<===
lzo1b 2.10 -1         |            Chi-square  |  Monte-Carlo-Pi        | +0.13881
lzo1b 2.10 -1         |            Chi-square  |  Serial-Correlation    | +0.55181	<---
lzo1b 2.10 -1         |                  Mean  |  Monte-Carlo-Pi        | -0.22930
lzo1b 2.10 -1         |                  Mean  |  Serial-Correlation    | -0.68270	<---
lzo1b 2.10 -1         |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.26521
lzo1c 2.10 -1         |     Compression speed  |  Decompression speed   | +0.64240	<---
lzo1c 2.10 -1         |     Compression speed  |  Original size         | +0.25009
lzo1c 2.10 -1         |     Compression speed  |  Compressed size       | -0.18700
lzo1c 2.10 -1         |     Compression speed  |  Ratio                 | -0.86264	<===
lzo1c 2.10 -1         |     Compression speed  |  File-bits             | +0.25009
lzo1c 2.10 -1         |     Compression speed  |  Entropy               | -0.33931
lzo1c 2.10 -1         |     Compression speed  |  Chi-square            | +0.66413	<---
lzo1c 2.10 -1         |     Compression speed  |  Mean                  | -0.34760
lzo1c 2.10 -1         |     Compression speed  |  Monte-Carlo-Pi        | +0.40874
lzo1c 2.10 -1         |     Compression speed  |  Serial-Correlation    | -0.05033
lzo1c 2.10 -1         |   Decompression speed  |  Original size         | +0.09689
lzo1c 2.10 -1         |   Decompression speed  |  Compressed size       | -0.16895
lzo1c 2.10 -1         |   Decompression speed  |  Ratio                 | -0.30901
lzo1c 2.10 -1         |   Decompression speed  |  File-bits             | +0.09689
lzo1c 2.10 -1         |   Decompression speed  |  Entropy               | -0.46381
lzo1c 2.10 -1         |   Decompression speed  |  Chi-square            | +0.66789	<---
lzo1c 2.10 -1         |   Decompression speed  |  Mean                  | -0.48552
lzo1c 2.10 -1         |   Decompression speed  |  Monte-Carlo-Pi        | +0.08719
lzo1c 2.10 -1         |   Decompression speed  |  Serial-Correlation    | +0.30196
lzo1c 2.10 -1         |         Original size  |  Compressed size       | +0.88931	<===
lzo1c 2.10 -1         |         Original size  |  Ratio                 | -0.34608
lzo1c 2.10 -1         |         Original size  |  File-bits             | +1.00000	<===
lzo1c 2.10 -1         |         Original size  |  Entropy               | -0.07526
lzo1c 2.10 -1         |         Original size  |  Chi-square            | +0.48960
lzo1c 2.10 -1         |         Original size  |  Mean                  | -0.15085
lzo1c 2.10 -1         |         Original size  |  Monte-Carlo-Pi        | +0.02257
lzo1c 2.10 -1         |         Original size  |  Serial-Correlation    | +0.36833
lzo1c 2.10 -1         |       Compressed size  |  Ratio                 | +0.03274
lzo1c 2.10 -1         |       Compressed size  |  File-bits             | +0.88931	<===
lzo1c 2.10 -1         |       Compressed size  |  Entropy               | +0.09823
lzo1c 2.10 -1         |       Compressed size  |  Chi-square            | +0.16698
lzo1c 2.10 -1         |       Compressed size  |  Mean                  | +0.03625
lzo1c 2.10 -1         |       Compressed size  |  Monte-Carlo-Pi        | -0.14950
lzo1c 2.10 -1         |       Compressed size  |  Serial-Correlation    | +0.41957
lzo1c 2.10 -1         |                 Ratio  |  File-bits             | -0.34608
lzo1c 2.10 -1         |                 Ratio  |  Entropy               | +0.23479
lzo1c 2.10 -1         |                 Ratio  |  Chi-square            | -0.46265
lzo1c 2.10 -1         |                 Ratio  |  Mean                  | +0.22472
lzo1c 2.10 -1         |                 Ratio  |  Monte-Carlo-Pi        | -0.48430
lzo1c 2.10 -1         |                 Ratio  |  Serial-Correlation    | +0.14323
lzo1c 2.10 -1         |             File-bits  |  Entropy               | -0.07526
lzo1c 2.10 -1         |             File-bits  |  Chi-square            | +0.48960
lzo1c 2.10 -1         |             File-bits  |  Mean                  | -0.15085
lzo1c 2.10 -1         |             File-bits  |  Monte-Carlo-Pi        | +0.02257
lzo1c 2.10 -1         |             File-bits  |  Serial-Correlation    | +0.36833
lzo1c 2.10 -1         |               Entropy  |  Chi-square            | -0.74410	<---
lzo1c 2.10 -1         |               Entropy  |  Mean                  | +0.95544	<===
lzo1c 2.10 -1         |               Entropy  |  Monte-Carlo-Pi        | -0.22702
lzo1c 2.10 -1         |               Entropy  |  Serial-Correlation    | -0.66597	<---
lzo1c 2.10 -1         |            Chi-square  |  Mean                  | -0.81185	<===
lzo1c 2.10 -1         |            Chi-square  |  Monte-Carlo-Pi        | +0.13881
lzo1c 2.10 -1         |            Chi-square  |  Serial-Correlation    | +0.55181	<---
lzo1c 2.10 -1         |                  Mean  |  Monte-Carlo-Pi        | -0.22930
lzo1c 2.10 -1         |                  Mean  |  Serial-Correlation    | -0.68270	<---
lzo1c 2.10 -1         |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.26521
lzof 2.10 -1          |     Compression speed  |  Decompression speed   | +0.73899	<---
lzof 2.10 -1          |     Compression speed  |  Original size         | +0.25956
lzof 2.10 -1          |     Compression speed  |  Compressed size       | -0.17902
lzof 2.10 -1          |     Compression speed  |  Ratio                 | -0.85443	<===
lzof 2.10 -1          |     Compression speed  |  File-bits             | +0.25956
lzof 2.10 -1          |     Compression speed  |  Entropy               | -0.32738
lzof 2.10 -1          |     Compression speed  |  Chi-square            | +0.66704	<---
lzof 2.10 -1          |     Compression speed  |  Mean                  | -0.34045
lzof 2.10 -1          |     Compression speed  |  Monte-Carlo-Pi        | +0.39508
lzof 2.10 -1          |     Compression speed  |  Serial-Correlation    | -0.04874
lzof 2.10 -1          |   Decompression speed  |  Original size         | +0.16433
lzof 2.10 -1          |   Decompression speed  |  Compressed size       | -0.14686
lzof 2.10 -1          |   Decompression speed  |  Ratio                 | -0.40834
lzof 2.10 -1          |   Decompression speed  |  File-bits             | +0.16433
lzof 2.10 -1          |   Decompression speed  |  Entropy               | -0.42664
lzof 2.10 -1          |   Decompression speed  |  Chi-square            | +0.69429	<---
lzof 2.10 -1          |   Decompression speed  |  Mean                  | -0.47555
lzof 2.10 -1          |   Decompression speed  |  Monte-Carlo-Pi        | +0.19394
lzof 2.10 -1          |   Decompression speed  |  Serial-Correlation    | +0.24976
lzof 2.10 -1          |         Original size  |  Compressed size       | +0.89078	<===
lzof 2.10 -1          |         Original size  |  Ratio                 | -0.36339
lzof 2.10 -1          |         Original size  |  File-bits             | +1.00000	<===
lzof 2.10 -1          |         Original size  |  Entropy               | -0.07526
lzof 2.10 -1          |         Original size  |  Chi-square            | +0.48960
lzof 2.10 -1          |         Original size  |  Mean                  | -0.15085
lzof 2.10 -1          |         Original size  |  Monte-Carlo-Pi        | +0.02257
lzof 2.10 -1          |         Original size  |  Serial-Correlation    | +0.36833
lzof 2.10 -1          |       Compressed size  |  Ratio                 | +0.01376
lzof 2.10 -1          |       Compressed size  |  File-bits             | +0.89078	<===
lzof 2.10 -1          |       Compressed size  |  Entropy               | +0.09814
lzof 2.10 -1          |       Compressed size  |  Chi-square            | +0.16093
lzof 2.10 -1          |       Compressed size  |  Mean                  | +0.04198
lzof 2.10 -1          |       Compressed size  |  Monte-Carlo-Pi        | -0.13583
lzof 2.10 -1          |       Compressed size  |  Serial-Correlation    | +0.40993
lzof 2.10 -1          |                 Ratio  |  File-bits             | -0.36339
lzof 2.10 -1          |                 Ratio  |  Entropy               | +0.22680
lzof 2.10 -1          |                 Ratio  |  Chi-square            | -0.46978
lzof 2.10 -1          |                 Ratio  |  Mean                  | +0.22710
lzof 2.10 -1          |                 Ratio  |  Monte-Carlo-Pi        | -0.46522
lzof 2.10 -1          |                 Ratio  |  Serial-Correlation    | +0.12718
lzof 2.10 -1          |             File-bits  |  Entropy               | -0.07526
lzof 2.10 -1          |             File-bits  |  Chi-square            | +0.48960
lzof 2.10 -1          |             File-bits  |  Mean                  | -0.15085
lzof 2.10 -1          |             File-bits  |  Monte-Carlo-Pi        | +0.02257
lzof 2.10 -1          |             File-bits  |  Serial-Correlation    | +0.36833
lzof 2.10 -1          |               Entropy  |  Chi-square            | -0.74410	<---
lzof 2.10 -1          |               Entropy  |  Mean                  | +0.95544	<===
lzof 2.10 -1          |               Entropy  |  Monte-Carlo-Pi        | -0.22702
lzof 2.10 -1          |               Entropy  |  Serial-Correlation    | -0.66597	<---
lzof 2.10 -1          |            Chi-square  |  Mean                  | -0.81185	<===
lzof 2.10 -1          |            Chi-square  |  Monte-Carlo-Pi        | +0.13881
lzof 2.10 -1          |            Chi-square  |  Serial-Correlation    | +0.55181	<---
lzof 2.10 -1          |                  Mean  |  Monte-Carlo-Pi        | -0.22930
lzof 2.10 -1          |                  Mean  |  Serial-Correlation    | -0.68270	<---
lzof 2.10 -1          |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.26521
lzo1x 2.10 -1         |     Compression speed  |  Decompression speed   | +0.99948	<===
lzo1x 2.10 -1         |     Compression speed  |  Original size         | -0.16917
lzo1x 2.10 -1         |     Compression speed  |  Compressed size       | -0.00312
lzo1x 2.10 -1         |     Compression speed  |  Ratio                 | +0.57552	<---
lzo1x 2.10 -1         |     Compression speed  |  File-bits             | -0.16917
lzo1x 2.10 -1         |     Compression speed  |  Entropy               | +0.03981
lzo1x 2.10 -1         |     Compression speed  |  Chi-square            | -0.08524
lzo1x 2.10 -1         |     Compression speed  |  Mean                  | -0.06440
lzo1x 2.10 -1         |     Compression speed  |  Monte-Carlo-Pi        | +0.19807
lzo1x 2.10 -1         |     Compression speed  |  Serial-Correlation    | +0.11489
lzo1x 2.10 -1         |   Decompression speed  |  Original size         | -0.17816
lzo1x 2.10 -1         |   Decompression speed  |  Compressed size       | -0.00257
lzo1x 2.10 -1         |   Decompression speed  |  Ratio                 | +0.59701	<---
lzo1x 2.10 -1         |   Decompression speed  |  File-bits             | -0.17816
lzo1x 2.10 -1         |   Decompression speed  |  Entropy               | +0.03389
lzo1x 2.10 -1         |   Decompression speed  |  Chi-square            | -0.09229
lzo1x 2.10 -1         |   Decompression speed  |  Mean                  | -0.06561
lzo1x 2.10 -1         |   Decompression speed  |  Monte-Carlo-Pi        | +0.18284
lzo1x 2.10 -1         |   Decompression speed  |  Serial-Correlation    | +0.12460
lzo1x 2.10 -1         |         Original size  |  Compressed size       | +0.88591	<===
lzo1x 2.10 -1         |         Original size  |  Ratio                 | -0.36284
lzo1x 2.10 -1         |         Original size  |  File-bits             | +1.00000	<===
lzo1x 2.10 -1         |         Original size  |  Entropy               | -0.07526
lzo1x 2.10 -1         |         Original size  |  Chi-square            | +0.48960
lzo1x 2.10 -1         |         Original size  |  Mean                  | -0.15085
lzo1x 2.10 -1         |         Original size  |  Monte-Carlo-Pi        | +0.02257
lzo1x 2.10 -1         |         Original size  |  Serial-Correlation    | +0.36833
lzo1x 2.10 -1         |       Compressed size  |  Ratio                 | +0.02460
lzo1x 2.10 -1         |       Compressed size  |  File-bits             | +0.88591	<===
lzo1x 2.10 -1         |       Compressed size  |  Entropy               | +0.09538
lzo1x 2.10 -1         |       Compressed size  |  Chi-square            | +0.16143
lzo1x 2.10 -1         |       Compressed size  |  Mean                  | +0.03684
lzo1x 2.10 -1         |       Compressed size  |  Monte-Carlo-Pi        | -0.14036
lzo1x 2.10 -1         |       Compressed size  |  Serial-Correlation    | +0.41930
lzo1x 2.10 -1         |                 Ratio  |  File-bits             | -0.36284
lzo1x 2.10 -1         |                 Ratio  |  Entropy               | +0.21144
lzo1x 2.10 -1         |                 Ratio  |  Chi-square            | -0.45309
lzo1x 2.10 -1         |                 Ratio  |  Mean                  | +0.20689
lzo1x 2.10 -1         |                 Ratio  |  Monte-Carlo-Pi        | -0.45085
lzo1x 2.10 -1         |                 Ratio  |  Serial-Correlation    | +0.14226
lzo1x 2.10 -1         |             File-bits  |  Entropy               | -0.07526
lzo1x 2.10 -1         |             File-bits  |  Chi-square            | +0.48960
lzo1x 2.10 -1         |             File-bits  |  Mean                  | -0.15085
lzo1x 2.10 -1         |             File-bits  |  Monte-Carlo-Pi        | +0.02257
lzo1x 2.10 -1         |             File-bits  |  Serial-Correlation    | +0.36833
lzo1x 2.10 -1         |               Entropy  |  Chi-square            | -0.74410	<---
lzo1x 2.10 -1         |               Entropy  |  Mean                  | +0.95544	<===
lzo1x 2.10 -1         |               Entropy  |  Monte-Carlo-Pi        | -0.22702
lzo1x 2.10 -1         |               Entropy  |  Serial-Correlation    | -0.66597	<---
lzo1x 2.10 -1         |            Chi-square  |  Mean                  | -0.81185	<===
lzo1x 2.10 -1         |            Chi-square  |  Monte-Carlo-Pi        | +0.13881
lzo1x 2.10 -1         |            Chi-square  |  Serial-Correlation    | +0.55181	<---
lzo1x 2.10 -1         |                  Mean  |  Monte-Carlo-Pi        | -0.22930
lzo1x 2.10 -1         |                  Mean  |  Serial-Correlation    | -0.68270	<---
lzo1x 2.10 -1         |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.26521
lzo1y 2.10 -1         |     Compression speed  |  Decompression speed   | +0.99946	<===
lzo1y 2.10 -1         |     Compression speed  |  Original size         | -0.16941
lzo1y 2.10 -1         |     Compression speed  |  Compressed size       | -0.00626
lzo1y 2.10 -1         |     Compression speed  |  Ratio                 | +0.56147	<---
lzo1y 2.10 -1         |     Compression speed  |  File-bits             | -0.16941
lzo1y 2.10 -1         |     Compression speed  |  Entropy               | +0.04084
lzo1y 2.10 -1         |     Compression speed  |  Chi-square            | -0.08613
lzo1y 2.10 -1         |     Compression speed  |  Mean                  | -0.06331
lzo1y 2.10 -1         |     Compression speed  |  Monte-Carlo-Pi        | +0.19830
lzo1y 2.10 -1         |     Compression speed  |  Serial-Correlation    | +0.11365
lzo1y 2.10 -1         |   Decompression speed  |  Original size         | -0.17866
lzo1y 2.10 -1         |   Decompression speed  |  Compressed size       | -0.00599
lzo1y 2.10 -1         |   Decompression speed  |  Ratio                 | +0.58378	<---
lzo1y 2.10 -1         |   Decompression speed  |  File-bits             | -0.17866
lzo1y 2.10 -1         |   Decompression speed  |  Entropy               | +0.03540
lzo1y 2.10 -1         |   Decompression speed  |  Chi-square            | -0.09279
lzo1y 2.10 -1         |   Decompression speed  |  Mean                  | -0.06391
lzo1y 2.10 -1         |   Decompression speed  |  Monte-Carlo-Pi        | +0.18134
lzo1y 2.10 -1         |   Decompression speed  |  Serial-Correlation    | +0.12373
lzo1y 2.10 -1         |         Original size  |  Compressed size       | +0.88366	<===
lzo1y 2.10 -1         |         Original size  |  Ratio                 | -0.37299
lzo1y 2.10 -1         |         Original size  |  File-bits             | +1.00000	<===
lzo1y 2.10 -1         |         Original size  |  Entropy               | -0.07526
lzo1y 2.10 -1         |         Original size  |  Chi-square            | +0.48960
lzo1y 2.10 -1         |         Original size  |  Mean                  | -0.15085
lzo1y 2.10 -1         |         Original size  |  Monte-Carlo-Pi        | +0.02257
lzo1y 2.10 -1         |         Original size  |  Serial-Correlation    | +0.36833
lzo1y 2.10 -1         |       Compressed size  |  Ratio                 | +0.01845
lzo1y 2.10 -1         |       Compressed size  |  File-bits             | +0.88366	<===
lzo1y 2.10 -1         |       Compressed size  |  Entropy               | +0.09501
lzo1y 2.10 -1         |       Compressed size  |  Chi-square            | +0.15686
lzo1y 2.10 -1         |       Compressed size  |  Mean                  | +0.03890
lzo1y 2.10 -1         |       Compressed size  |  Monte-Carlo-Pi        | -0.13898
lzo1y 2.10 -1         |       Compressed size  |  Serial-Correlation    | +0.41759
lzo1y 2.10 -1         |                 Ratio  |  File-bits             | -0.37299
lzo1y 2.10 -1         |                 Ratio  |  Entropy               | +0.20509
lzo1y 2.10 -1         |                 Ratio  |  Chi-square            | -0.45657
lzo1y 2.10 -1         |                 Ratio  |  Mean                  | +0.20561
lzo1y 2.10 -1         |                 Ratio  |  Monte-Carlo-Pi        | -0.44864
lzo1y 2.10 -1         |                 Ratio  |  Serial-Correlation    | +0.13588
lzo1y 2.10 -1         |             File-bits  |  Entropy               | -0.07526
lzo1y 2.10 -1         |             File-bits  |  Chi-square            | +0.48960
lzo1y 2.10 -1         |             File-bits  |  Mean                  | -0.15085
lzo1y 2.10 -1         |             File-bits  |  Monte-Carlo-Pi        | +0.02257
lzo1y 2.10 -1         |             File-bits  |  Serial-Correlation    | +0.36833
lzo1y 2.10 -1         |               Entropy  |  Chi-square            | -0.74410	<---
lzo1y 2.10 -1         |               Entropy  |  Mean                  | +0.95544	<===
lzo1y 2.10 -1         |               Entropy  |  Monte-Carlo-Pi        | -0.22702
lzo1y 2.10 -1         |               Entropy  |  Serial-Correlation    | -0.66597	<---
lzo1y 2.10 -1         |            Chi-square  |  Mean                  | -0.81185	<===
lzo1y 2.10 -1         |            Chi-square  |  Monte-Carlo-Pi        | +0.13881
lzo1y 2.10 -1         |            Chi-square  |  Serial-Correlation    | +0.55181	<---
lzo1y 2.10 -1         |                  Mean  |  Monte-Carlo-Pi        | -0.22930
lzo1y 2.10 -1         |                  Mean  |  Serial-Correlation    | -0.68270	<---
